qseqid	sseqid	qlen	slen	length	pident	qcovhsp	evalue	bitscore	max_bitscore	norm_bitscore
Unknown_BF302-01R0001_02429	csh:Closa_0411	231	231	229	80.8	99.1	9.28e-134	380	453.8	0.837
Unknown_BF302-01R0001_02429	bpb:bpr_I2299	231	229	224	82.1	97.0	3.52e-133	379	451.1	0.84
Unknown_BF302-01R0001_02429	hsd:SD1D_0295	231	230	229	81.2	99.1	3.64e-133	379	450.7	0.841
Unknown_BF302-01R0001_02429	rob:CK5_00900	231	230	229	79.9	99.1	2.99e-132	376	452.2	0.831
Unknown_BF302-01R0001_02429	lua:D4A81_04465	231	231	229	76.4	99.1	8.48e-130	370	451.8	0.819
Unknown_BF302-01R0001_02430	ere:EUBREC_0376	183	183	183	98.9	100	9.28e-115	328	346.3	0.947
Unknown_BF302-01R0001_02430	rho:RHOM_00960	183	186	183	82.0	100	8.58e-91	268	350.1	0.765
Unknown_BF302-01R0001_02431	ere:EUBREC_0377	124	129	124	100	100	1.32e-73	219	241.9	0.905
Unknown_BF302-01R0001_02431	rho:RHOM_00965	124	125	125	91.2	100	1.39e-65	199	236.1	0.843
Unknown_BF302-01R0001_02431	rob:CK5_14700	124	124	124	83.9	100	9.74e-59	182	231.9	0.785
Unknown_BF302-01R0001_02431	bpb:bpr_I2370	124	125	125	81.6	100	2.76e-56	176	235.7	0.747
Unknown_BF302-01R0001_02431	cbol:CGC65_26720	124	124	124	80.6	100	2.67e-56	176	231.9	0.759
Unknown_BF302-01R0001_02432	ere:EUBREC_0378	1313	1313	1313	99.8	100	0.0	2566	2610.9	0.983
Unknown_BF302-01R0001_02432	rho:RHOM_00980	1313	1259	1267	85.2	96.4	0.0	2121	2511.9	0.844
Unknown_BF302-01R0001_02432	pxv:FXF36_08710	1313	1301	1291	82.9	98.2	0.0	2116	2591.2	0.817
Unknown_BF302-01R0001_02432	rob:CK5_14710	1313	1285	1294	81.5	98.6	0.0	2056	2560.4	0.803
Unknown_BF302-01R0001_02433	ere:EUBREC_0379	1282	1282	1282	99.1	100	0.0	2483	2540.4	0.977
Unknown_BF302-01R0001_02433	rho:RHOM_00985	1282	1225	1257	82.5	98.0	0.0	2014	2416.7	0.833
Unknown_BF302-01R0001_02434	ere:EUBREC_0380	139	154	139	100	100	1.64e-90	264	303.5	0.87
Unknown_BF302-01R0001_02434	rho:RHOM_01010	139	139	139	97.8	100	6.68e-89	259	277.7	0.933
Unknown_BF302-01R0001_02434	pxv:FXF36_08700	139	139	139	95.7	100	1.58e-87	256	279.3	0.917
Unknown_BF302-01R0001_02434	coo:CCU_16370	139	139	139	94.2	100	6.16e-85	249	276.6	0.9
Unknown_BF302-01R0001_02434	bpb:bpr_I2367	139	139	139	93.5	100	5.07e-84	247	276.6	0.893
Unknown_BF302-01R0001_02434	rob:CK5_14780	139	138	136	94.1	97.8	4.90e-84	247	273.9	0.902
Unknown_BF302-01R0001_02434	lua:D4A81_00385	139	139	136	94.9	97.8	1.02e-83	246	278.1	0.885
Unknown_BF302-01R0001_02434	bprl:CL2_21720	139	138	136	93.4	97.8	4.03e-83	244	275.0	0.887
Unknown_BF302-01R0001_02434	cbol:CGC65_03925	139	139	136	92.6	97.8	5.92e-83	244	276.6	0.882
Unknown_BF302-01R0001_02434	bprs:CK3_13500	139	139	136	92.6	97.8	8.40e-83	244	278.9	0.875
Unknown_BF302-01R0001_02434	csh:Closa_3783	139	139	136	91.9	97.8	2.41e-82	243	276.9	0.878
Unknown_BF302-01R0001_02434	ehl:EHLA_2914	139	137	136	90.4	97.8	1.30e-81	241	273.5	0.881
Unknown_BF302-01R0001_02434	eel:EUBELI_00285	139	153	139	89.9	100	6.38e-81	239	304.3	0.785
Unknown_BF302-01R0001_02434	rto:RTO_14810	139	139	139	89.2	100	1.15e-80	238	277.3	0.858
Unknown_BF302-01R0001_02434	cle:Clole_3551	139	139	139	88.5	100	2.31e-80	238	278.1	0.856
Unknown_BF302-01R0001_02434	cpro:CPRO_26010	139	144	139	88.5	100	4.53e-79	234	284.3	0.823
Unknown_BF302-01R0001_02434	anr:Ana3638_03875	139	139	139	87.1	100	3.83e-79	234	276.9	0.845
Unknown_BF302-01R0001_02434	cpy:Cphy_0235	139	140	139	87.1	100	2.29e-78	233	279.3	0.834
Unknown_BF302-01R0001_02434	hsd:SD1D_2206	139	140	139	87.1	100	3.26e-78	232	280.0	0.829
Unknown_BF302-01R0001_02434	cbar:PATL70BA_2663	139	139	136	86.0	97.8	2.59e-77	230	277.3	0.829
Unknown_BF302-01R0001_02434	vgu:HYG85_08475	139	137	136	86.0	97.8	4.88e-77	229	274.6	0.834
Unknown_BF302-01R0001_02434	lbw:C3V36_05960	139	139	137	85.4	98.6	6.09e-76	226	277.3	0.815
Unknown_BF302-01R0001_02434	cthd:CDO33_15545	139	142	137	83.2	98.6	3.19e-74	222	282.3	0.786
Unknown_BF302-01R0001_02434	eac:EAL2_c01520	139	140	139	81.3	100	1.22e-73	221	276.9	0.798
Unknown_BF302-01R0001_02434	cce:Ccel_0315	139	142	137	81.8	98.6	3.72e-73	219	282.7	0.775
Unknown_BF302-01R0001_02434	faa:HMPREF0389_00014	139	139	139	79.9	100	9.66e-73	218	277.3	0.786
Unknown_BF302-01R0001_02434	tem:JW646_08820	139	140	139	80.6	100	2.02e-72	218	277.3	0.786
Unknown_BF302-01R0001_02434	roc:HF520_13720	139	140	139	80.6	100	2.86e-72	217	276.9	0.784
Unknown_BF302-01R0001_02434	phx:KGNDJEFE_00056	139	139	136	80.9	97.8	3.93e-72	217	276.9	0.784
Unknown_BF302-01R0001_02434	cazo:G3A45_07515	139	137	136	83.1	97.8	5.23e-72	216	276.6	0.781
Unknown_BF302-01R0001_02434	cth:Cthe_2727	139	142	136	83.1	97.8	6.17e-72	216	282.3	0.765
Unknown_BF302-01R0001_02434	crs:FQB35_01610	139	139	136	81.6	97.8	7.94e-72	216	277.7	0.778
Unknown_BF302-01R0001_02434	fpla:A4U99_12945	139	140	139	79.9	100	8.20e-72	216	281.6	0.767
Unknown_BF302-01R0001_02434	amt:Amet_4483	139	139	136	80.1	97.8	1.60e-71	215	276.2	0.778
Unknown_BF302-01R0001_02434	pbif:KXZ80_00555	139	140	139	80.6	100	1.65e-71	215	280.4	0.767
Unknown_BF302-01R0001_02434	cdf:CD630_00680	139	140	139	79.1	100	1.65e-71	215	277.3	0.775
Unknown_BF302-01R0001_02434	psor:RSJ16_00755	139	140	139	80.6	100	1.65e-71	215	278.9	0.771
Unknown_BF302-01R0001_02434	amij:EQM06_09970	139	140	139	78.4	100	3.34e-71	214	276.6	0.774
Unknown_BF302-01R0001_02434	gfe:Gferi_17365	139	137	136	80.9	97.8	4.29e-71	214	273.9	0.781
Unknown_BF302-01R0001_02434	fpr:FP2_18760	139	142	137	81.8	98.6	5.06e-71	214	283.5	0.755
Unknown_BF302-01R0001_02434	capr:EQM14_07545	139	142	137	81.8	98.6	5.06e-71	214	284.3	0.753
Unknown_BF302-01R0001_02434	cst:CLOST_2209	139	140	139	79.1	100	4.74e-71	214	276.9	0.773
Unknown_BF302-01R0001_02434	csc:Csac_0955	139	145	136	78.7	97.8	6.51e-70	211	292.7	0.721
Unknown_BF302-01R0001_02434	ciu:G4D55_03680	139	140	139	78.4	100	5.53e-70	211	282.7	0.746
Unknown_BF302-01R0001_02434	erb:A4V01_05335	139	140	139	78.4	100	5.53e-70	211	282.7	0.746
Unknown_BF302-01R0001_02435	ere:EUBREC_0381	156	163	156	99.4	100	3.60e-105	302	322.8	0.936
Unknown_BF302-01R0001_02435	rho:RHOM_01020	156	156	156	89.7	100	6.60e-95	276	311.6	0.886
Unknown_BF302-01R0001_02435	pxv:FXF36_08695	156	156	156	88.5	100	3.82e-94	274	310.5	0.882
Unknown_BF302-01R0001_02435	eel:EUBELI_00286	156	156	156	87.2	100	1.55e-93	272	310.5	0.876
Unknown_BF302-01R0001_02435	csh:Closa_3782	156	156	156	85.3	100	3.14e-93	271	312.4	0.867
Unknown_BF302-01R0001_02435	byl:A4V09_17830	156	163	156	84.6	100	4.65e-92	269	323.9	0.831
Unknown_BF302-01R0001_02435	arf:AR1Y2_3447	156	156	156	85.3	100	7.39e-92	268	311.6	0.86
Unknown_BF302-01R0001_02435	bpb:bpr_I2366	156	156	156	85.9	100	3.01e-91	266	310.1	0.858
Unknown_BF302-01R0001_02435	lua:D4A81_00390	156	162	156	85.9	100	3.69e-91	266	323.9	0.821
Unknown_BF302-01R0001_02435	cbol:CGC65_03930	156	156	156	83.3	100	3.51e-90	264	311.6	0.847
Unknown_BF302-01R0001_02435	ccom:I6K69_07620	156	163	154	85.7	98.7	1.81e-89	262	322.8	0.812
Unknown_BF302-01R0001_02435	rgn:RGna_08845	156	163	156	84.0	100	2.57e-89	262	320.9	0.816
Unknown_BF302-01R0001_02435	hsd:SD1D_2205	156	156	156	82.7	100	8.26e-89	260	313.2	0.83
Unknown_BF302-01R0001_02435	anr:Ana3638_03870	156	163	156	80.8	100	6.06e-88	258	325.5	0.793
Unknown_BF302-01R0001_02435	cpy:Cphy_0236	156	156	156	82.7	100	9.64e-88	258	313.2	0.824
Unknown_BF302-01R0001_02435	ehl:EHLA_2913	156	156	156	82.1	100	1.37e-87	257	310.8	0.827
Unknown_BF302-01R0001_02435	vgu:HYG85_08470	156	156	156	79.5	100	3.22e-86	254	310.1	0.819
Unknown_BF302-01R0001_02435	crs:FQB35_01615	156	156	156	79.5	100	1.86e-85	252	316.2	0.797
Unknown_BF302-01R0001_02435	fma:FMG_0491	156	156	156	76.3	100	1.03e-82	245	314.7	0.779
Unknown_BF302-01R0001_02435	cbar:PATL70BA_2664	156	156	156	76.3	100	1.46e-82	244	315.5	0.773
Unknown_BF302-01R0001_02435	cle:Clole_3550	156	156	156	76.9	100	2.08e-82	244	312.4	0.781
Unknown_BF302-01R0001_02435	alka:J0B03_06505	156	156	156	77.6	100	5.95e-82	243	311.2	0.781
Unknown_BF302-01R0001_02435	lbw:C3V36_05965	156	164	156	75.0	100	1.57e-81	242	328.2	0.737
Unknown_BF302-01R0001_02436	ere:EUBREC_0382	705	689	689	100	97.7	0.0	1384	1392.1	0.994
Unknown_BF302-01R0001_02436	rho:RHOM_01025	705	705	705	92.1	100	0.0	1322	1421.8	0.93
Unknown_BF302-01R0001_02436	csh:Closa_3781	705	706	702	87.2	99.6	0.0	1257	1415.2	0.888
Unknown_BF302-01R0001_02436	pxv:FXF36_08690	705	705	705	87.2	100	0.0	1257	1417.9	0.887
Unknown_BF302-01R0001_02436	ehl:EHLA_2912	705	709	703	86.3	99.7	0.0	1247	1429.8	0.872
Unknown_BF302-01R0001_02436	cbol:CGC65_03935	705	705	705	85.8	100	0.0	1247	1426.0	0.874
Unknown_BF302-01R0001_02436	arf:AR1Y2_3446	705	705	705	83.5	100	0.0	1217	1414.4	0.86
Unknown_BF302-01R0001_02436	lua:D4A81_00395	705	704	700	84.0	99.3	0.0	1206	1411.4	0.854
Unknown_BF302-01R0001_02436	bpb:bpr_I2365	705	705	702	81.3	99.6	0.0	1182	1419.4	0.833
Unknown_BF302-01R0001_02436	hsd:SD1D_2204	705	706	705	79.6	100	0.0	1149	1403.7	0.819
Unknown_BF302-01R0001_02436	anr:Ana3638_03865	705	706	705	79.1	100	0.0	1136	1408.7	0.806
Unknown_BF302-01R0001_02436	cpy:Cphy_0237	705	705	705	78.9	100	0.0	1135	1410.6	0.805
Unknown_BF302-01R0001_02436	eel:EUBELI_00287	705	720	723	75.9	100	0.0	1108	1447.2	0.766
Unknown_BF302-01R0001_02437	ere:EUBREC_0383	395	395	395	99.5	100	7.93e-288	783	800.4	0.978
Unknown_BF302-01R0001_02437	rho:RHOM_01030	395	395	395	95.9	100	1.92e-279	762	800.8	0.952
Unknown_BF302-01R0001_02437	pxv:FXF36_08685	395	395	395	92.9	100	3.26e-271	741	800.0	0.926
Unknown_BF302-01R0001_02437	coo:CCU_16330	395	395	395	90.9	100	8.93e-269	735	801.2	0.917
Unknown_BF302-01R0001_02437	bprs:CK3_13530	395	397	397	88.2	100	2.12e-256	704	803.5	0.876
Unknown_BF302-01R0001_02437	bprl:CL2_21750	395	397	397	86.6	100	3.35e-253	696	798.9	0.871
Unknown_BF302-01R0001_02437	rob:CK5_14810	395	397	397	85.4	100	2.25e-251	691	801.6	0.862
Unknown_BF302-01R0001_02437	rto:RTO_14840	395	397	397	86.1	100	7.52e-250	687	805.4	0.853
Unknown_BF302-01R0001_02437	ehl:EHLA_2911	395	397	397	84.9	100	8.76e-249	685	802.7	0.853
Unknown_BF302-01R0001_02437	bprm:CL3_10130	395	397	397	84.4	100	1.39e-245	677	805.1	0.841
Unknown_BF302-01R0001_02437	eel:EUBELI_00288	395	397	397	83.9	100	3.97e-245	676	806.6	0.838
Unknown_BF302-01R0001_02437	cbol:CGC65_03940	395	397	397	83.4	100	3.25e-244	673	807.7	0.833
Unknown_BF302-01R0001_02437	lua:D4A81_00400	395	399	399	83.5	100	2.02e-243	671	805.1	0.833
Unknown_BF302-01R0001_02437	anr:Ana3638_03860	395	397	396	83.1	99.7	3.11e-242	668	804.7	0.83
Unknown_BF302-01R0001_02437	csh:Closa_3780	395	397	397	82.1	100	8.50e-240	662	801.2	0.826
Unknown_BF302-01R0001_02437	cpy:Cphy_0238	395	397	396	81.6	99.7	9.45e-237	654	804.7	0.813
Unknown_BF302-01R0001_02437	hsd:SD1D_2203	395	397	397	81.1	100	1.56e-235	651	802.0	0.812
Unknown_BF302-01R0001_02437	bpb:bpr_I2364	395	396	397	79.8	100	6.79e-232	642	804.3	0.798
Unknown_BF302-01R0001_02441	bpb:bpr_I0636	326	324	316	78.8	96.9	9.86e-178	499	637.9	0.782
Unknown_BF302-01R0001_02447	rho:RHOM_13500	229	229	229	100	100	1.30e-164	458	459.9	0.996
Unknown_BF302-01R0001_02447	bprl:CL2_23920	229	256	229	100	100	3.46e-164	458	511.1	0.896
Unknown_BF302-01R0001_02447	rob:CK5_03780	229	257	230	80.9	100	2.51e-132	377	513.5	0.734
Unknown_BF302-01R0001_02449	rho:RHOM_13490	221	221	221	100	100	9.47e-154	430	432.6	0.994
Unknown_BF302-01R0001_02449	bprl:CL2_23900	221	221	221	100	100	9.47e-154	430	432.6	0.994
Unknown_BF302-01R0001_02449	euc:EC1_04850	221	221	221	100	100	9.47e-154	430	432.6	0.994
Unknown_BF302-01R0001_02449	rho:RHOM_06460	221	221	220	88.6	99.5	1.17e-138	392	429.9	0.912
Unknown_BF302-01R0001_02449	coo:CCU_02620	221	221	220	88.2	99.5	4.76e-138	390	429.9	0.907
Unknown_BF302-01R0001_02449	ruk:A4V00_15700	221	221	220	86.8	99.5	7.54e-135	382	430.3	0.888
Unknown_BF302-01R0001_02449	phx:KGNDJEFE_01390	221	221	220	85.9	99.5	2.41e-131	373	429.9	0.868
Unknown_BF302-01R0001_02449	ruk:A4V00_03290	221	221	219	83.6	99.1	1.33e-128	366	426.8	0.858
Unknown_BF302-01R0001_02449	lcg:L3BBH23_07750	221	221	220	82.3	99.5	3.65e-126	360	426.0	0.845
Unknown_BF302-01R0001_02449	rto:RTO_12870	221	221	220	81.4	99.5	1.48e-125	358	426.4	0.84
Unknown_BF302-01R0001_02449	rho:RHOM_01985	221	221	219	81.3	99.1	4.25e-125	357	428.7	0.833
Unknown_BF302-01R0001_02449	rto:RTO_12890	221	221	220	80.5	99.5	2.35e-122	350	426.0	0.822
Unknown_BF302-01R0001_02449	cfem:HCR03_00060	221	221	220	79.5	99.5	9.12e-120	344	428.3	0.803
Unknown_BF302-01R0001_02452	lbw:C3V36_10020	154	154	154	71.4	100	2.44e-80	239	324.7	0.736
Unknown_BF302-01R0001_02452	rto:RTO_22010	154	154	149	73.8	96.1	1.57e-76	229	319.7	0.716
Unknown_BF302-01R0001_02452	bprl:CL2_09330	154	153	150	66.0	97.4	3.78e-70	213	327.4	0.651
Unknown_BF302-01R0001_02452	mdv:C5Q96_00260	154	149	149	65.8	96.8	1.57e-68	209	308.1	0.678
Unknown_BF302-01R0001_02474	lbw:C3V36_10825	548	525	510	62.0	92.9	1.18e-218	620	1043.5	0.594
Unknown_BF302-01R0001_02476	ere:EUBREC_1161	181	181	181	100	100	5.70e-133	374	372.5	1
Unknown_BF302-01R0001_02478	ere:EUBREC_1163	1045	1046	1045	97.9	100	0.0	2019	2097.4	0.963
Unknown_BF302-01R0001_02481	ere:EUBREC_1167	443	461	443	99.1	100	0.0	884	929.1	0.951
Unknown_BF302-01R0001_02481	rho:RHOM_10080	443	443	443	77.4	100	2.72e-262	723	892.1	0.81
Unknown_BF302-01R0001_02482	ere:EUBREC_1168	305	305	305	99.0	100	4.77e-214	589	621.3	0.948
Unknown_BF302-01R0001_02483	ere:EUBREC_1169	503	503	503	99.2	100	0.0	957	988.0	0.969
Unknown_BF302-01R0001_02483	rho:RHOM_10065	503	483	482	83.0	95.8	6.81e-286	787	955.3	0.824
Unknown_BF302-01R0001_02484	ere:EUBREC_1170	475	475	475	99.2	100	0.0	927	951.0	0.975
Unknown_BF302-01R0001_02484	rho:RHOM_10060	475	476	474	80.8	99.8	1.93e-283	779	952.6	0.818
Unknown_BF302-01R0001_02484	rto:RTO_10190	475	477	474	77.4	99.8	6.12e-271	748	958.7	0.78
Unknown_BF302-01R0001_02485	ere:EUBREC_1171	509	509	509	99.6	100	0.0	921	1011.5	0.911
Unknown_BF302-01R0001_02486	ere:EUBREC_1172	354	354	354	99.2	100	2.14e-253	693	710.7	0.975
Unknown_BF302-01R0001_02489	ere:EUBREC_1175	446	446	446	99.8	100	0.0	887	895.2	0.991
Unknown_BF302-01R0001_02490	ere:EUBREC_1176	408	408	408	99.3	100	1.18e-291	794	810.4	0.98
Unknown_BF302-01R0001_02491	ere:EUBREC_1177	154	147	147	99.3	95.5	1.19e-99	287	289.7	0.991
Unknown_BF302-01R0001_02492	ere:EUBREC_1178	266	266	266	99.6	100	6.48e-172	479	515.0	0.93
Unknown_BF302-01R0001_02501	coo:CCU_12330	224	224	224	98.7	100	6.96e-162	451	455.3	0.991
Unknown_BF302-01R0001_02501	rob:CK5_06440	224	224	223	78.9	99.6	1.43e-129	369	456.1	0.809
Unknown_BF302-01R0001_02512	ere:EUBREC_3176	470	470	470	99.4	100	0.0	914	927.2	0.986
Unknown_BF302-01R0001_02513	ere:EUBREC_3173	475	475	475	99.8	100	0.0	899	943.7	0.953
Unknown_BF302-01R0001_02513	rob:CK5_09570	475	471	470	81.7	98.9	1.63e-269	744	931.8	0.798
Unknown_BF302-01R0001_02517	ere:EUBREC_3169	320	314	318	96.2	99.4	3.13e-216	596	618.6	0.963
Unknown_BF302-01R0001_02518	ere:EUBREC_3168	175	180	175	97.1	100	2.20e-117	334	361.7	0.923
Unknown_BF302-01R0001_02519	ere:EUBREC_3167	162	162	162	97.5	100	4.81e-109	312	322.0	0.969
Unknown_BF302-01R0001_02521	ere:EUBREC_3165	357	357	357	98.0	100	8.86e-243	666	721.8	0.923
Unknown_BF302-01R0001_02522	ere:EUBREC_3164	471	471	471	97.2	100	0.0	924	945.3	0.977
Unknown_BF302-01R0001_02523	ere:EUBREC_3163	302	304	303	98.0	99.7	2.42e-206	570	596.7	0.955
Unknown_BF302-01R0001_02524	ere:EUBREC_3162	241	241	241	99.6	100	2.92e-167	466	478.8	0.973
Unknown_BF302-01R0001_02525	ere:EUBREC_3161	356	356	356	99.4	100	2.72e-257	703	711.1	0.989
Unknown_BF302-01R0001_02527	ere:EUBREC_3159	342	342	342	99.4	100	6.06e-247	676	682.9	0.99
Unknown_BF302-01R0001_02530	ere:EUBREC_3156	286	286	286	95.8	100	4.52e-198	547	574.3	0.952
Unknown_BF302-01R0001_02531	ere:EUBREC_3155	177	177	177	100	100	4.04e-131	369	370.5	0.996
Unknown_BF302-01R0001_02532	ere:EUBREC_3154	791	791	791	99.1	100	0.0	1567	1600.5	0.979
Unknown_BF302-01R0001_02533	ere:EUBREC_3153	212	212	212	97.2	100	5.96e-148	414	429.1	0.965
Unknown_BF302-01R0001_02534	ere:EUBREC_3152	181	157	157	98.1	86.7	1.82e-101	293	305.1	0.96
Unknown_BF302-01R0001_02535	ere:EUBREC_3151	803	807	720	97.4	89.7	0.0	1361	1656.0	0.822
Unknown_BF302-01R0001_02536	ere:EUBREC_3148	77	77	77	100	100	5.97e-45	143	149.8	0.955
Unknown_BF302-01R0001_02537	ere:EUBREC_3147	302	302	302	99.7	100	2.74e-207	572	585.1	0.978
Unknown_BF302-01R0001_02538	ere:EUBREC_3146	308	308	308	99.0	100	5.38e-217	597	607.4	0.983
Unknown_BF302-01R0001_02539	ere:EUBREC_3145	246	246	246	100	100	1.01e-165	462	472.6	0.978
Unknown_BF302-01R0001_02540	ere:EUBREC_3144	410	410	410	99.3	100	2.43e-301	819	827.0	0.99
Unknown_BF302-01R0001_02541	ere:EUBREC_3142	142	144	142	99.3	100	7.69e-99	285	292.7	0.974
Unknown_BF302-01R0001_02542	ere:EUBREC_3141	588	589	588	99.8	100	0.0	1157	1179.9	0.981
Unknown_BF302-01R0001_02543	ere:EUBREC_3140	322	322	322	99.7	100	5.05e-229	629	643.7	0.977
Unknown_BF302-01R0001_02545	ere:EUBREC_3138	452	452	452	99.8	100	0.0	893	902.1	0.99
Unknown_BF302-01R0001_02545	eel:EUBELI_01617	452	452	452	94.5	100	6.19e-314	854	901.0	0.948
Unknown_BF302-01R0001_02545	rho:RHOM_14035	452	452	452	93.1	100	8.98e-307	836	900.6	0.928
Unknown_BF302-01R0001_02545	coo:CCU_13410	452	453	453	90.3	100	1.58e-298	815	909.1	0.896
Unknown_BF302-01R0001_02551	ere:EUBREC_1371	779	779	779	99.6	100	0.0	1485	1528.8	0.971
Unknown_BF302-01R0001_02551	coo:CCU_13960	779	778	775	80.9	99.5	0.0	1228	1530.4	0.802
Unknown_BF302-01R0001_02551	eel:EUBELI_20391	779	778	777	77.3	99.7	0.0	1196	1533.1	0.78
Unknown_BF302-01R0001_02553	ere:EUBREC_1369	223	223	223	98.2	100	3.30e-155	434	439.9	0.987
Unknown_BF302-01R0001_02554	ere:EUBREC_1368	935	932	935	95.1	100	0.0	1655	1820.8	0.909
Unknown_BF302-01R0001_02555	ere:EUBREC_1367	220	220	220	100	100	2.93e-152	426	427.6	0.996
Unknown_BF302-01R0001_02556	ere:EUBREC_1366	405	405	405	100	100	5.98e-304	825	818.9	1
Unknown_BF302-01R0001_02556	bprl:CL2_25400	405	488	403	83.9	99.5	2.14e-260	718	986.1	0.728
Unknown_BF302-01R0001_02556	ehl:EHLA_1381	405	523	404	83.7	99.8	3.14e-259	717	1044.3	0.687
Unknown_BF302-01R0001_02556	rto:RTO_18920	405	498	404	83.9	99.8	2.07e-258	714	1001.9	0.713
Unknown_BF302-01R0001_02556	ddt:AAY81_07460	405	404	404	82.4	99.8	9.20e-253	696	817.0	0.852
Unknown_BF302-01R0001_02556	blo:BL0712	405	514	403	80.9	99.5	3.06e-250	694	1043.1	0.665
Unknown_BF302-01R0001_02556	shi:Shel_16560	405	505	404	79.2	99.8	9.89e-247	684	1017.7	0.672
Unknown_BF302-01R0001_02556	ele:Elen_1468	405	534	404	78.0	99.8	5.70e-246	684	1068.9	0.64
Unknown_BF302-01R0001_02556	atb:J4859_13075	405	406	403	77.2	99.5	9.16e-242	668	832.8	0.802
Unknown_BF302-01R0001_02556	tio:INP52_00935	405	504	404	77.2	99.8	5.49e-239	665	1018.5	0.653
Unknown_BF302-01R0001_02556	caer:CSV91_00450	405	493	404	77.7	99.8	7.42e-239	664	996.5	0.666
Unknown_BF302-01R0001_02556	fvg:I6G91_03100	405	502	403	76.9	99.5	2.41e-237	660	1011.5	0.652
Unknown_BF302-01R0001_02557	ere:EUBREC_1365	494	510	494	99.6	100	0.0	970	1016.5	0.954
Unknown_BF302-01R0001_02558	ere:EUBREC_1364	253	253	253	99.6	100	3.29e-179	497	502.3	0.989
Unknown_BF302-01R0001_02558	coo:CCU_23480	253	251	248	84.3	98.0	7.14e-153	430	505.0	0.851
Unknown_BF302-01R0001_02558	ehl:EHLA_2502	253	251	249	81.5	98.4	5.36e-148	418	498.4	0.839
Unknown_BF302-01R0001_02558	bprl:CL2_19700	253	251	248	82.7	98.0	1.54e-147	417	502.3	0.83
Unknown_BF302-01R0001_02558	rob:CK5_00320	253	251	249	82.3	98.4	1.79e-146	414	495.7	0.835
Unknown_BF302-01R0001_02558	ral:Rumal_1374	253	252	248	81.5	98.0	4.35e-145	410	511.9	0.801
Unknown_BF302-01R0001_02558	csh:Closa_2545	253	252	249	79.1	98.4	4.35e-145	410	501.9	0.817
Unknown_BF302-01R0001_02558	eel:EUBELI_00047	253	266	251	79.3	99.2	1.38e-142	405	537.0	0.754
Unknown_BF302-01R0001_02558	rho:RHOM_14830	253	251	249	79.9	98.4	7.73e-141	400	495.7	0.807
Unknown_BF302-01R0001_02560	ere:EUBREC_1362	377	377	377	100	100	3.17e-278	758	765.0	0.991
Unknown_BF302-01R0001_02562	ere:EUBREC_1360	336	336	336	99.4	100	1.96e-249	681	684.1	0.995
Unknown_BF302-01R0001_02562	rho:RHOM_11155	336	336	336	81.0	100	1.46e-203	565	683.3	0.827
Unknown_BF302-01R0001_02562	bpb:bpr_I2160	336	336	336	78.9	100	1.98e-201	560	686.4	0.816
Unknown_BF302-01R0001_02564	ere:EUBREC_1358	635	635	635	99.2	100	0.0	1270	1285.4	0.988
Unknown_BF302-01R0001_02565	ere:EUBREC_1357	288	288	288	97.9	100	2.24e-199	551	565.5	0.974
Unknown_BF302-01R0001_02565	rho:RHOM_04485	288	292	286	77.3	99.3	1.67e-156	442	574.3	0.77
Unknown_BF302-01R0001_02570	ere:EUBREC_1323	887	887	887	97.7	100	0.0	1690	1761.5	0.959
Unknown_BF302-01R0001_02571	ere:EUBREC_1322	525	538	546	69.4	100	3.32e-268	745	1124.8	0.662
Unknown_BF302-01R0001_02571	vcop:MM50RIKEN_21100	525	529	530	58.7	100	2.11e-226	639	1109.4	0.576
Unknown_BF302-01R0001_02571	ccas:EIB73_10810	525	525	528	59.7	99.4	3.68e-226	638	1092.0	0.584
Unknown_BF302-01R0001_02571	fpr:FP2_12720	525	529	530	58.3	100	4.90e-225	635	1108.2	0.573
Unknown_BF302-01R0001_02571	cfem:HCR03_19295	525	536	536	56.2	100	5.33e-214	608	1114.0	0.546
Unknown_BF302-01R0001_02573	ere:EUBREC_1320	323	323	323	99.1	100	1.78e-234	642	649.8	0.988
Unknown_BF302-01R0001_02574	ere:EUBREC_1319	320	320	320	99.7	100	7.89e-216	595	620.5	0.959
Unknown_BF302-01R0001_02576	ere:EUBREC_1317	662	662	662	98.6	100	0.0	1370	1389.0	0.986
Unknown_BF302-01R0001_02580	ere:EUBREC_3095	454	456	454	98.7	100	3.92e-291	797	885.2	0.9
Unknown_BF302-01R0001_02581	ere:EUBREC_3087	319	319	319	99.7	100	6.26e-217	598	619.8	0.965
Unknown_BF302-01R0001_02582	ere:EUBREC_3086	223	223	223	99.6	100	1.03e-158	442	444.1	0.995
Unknown_BF302-01R0001_02583	ere:EUBREC_3085	382	382	382	98.4	100	2.28e-269	736	756.1	0.973
Unknown_BF302-01R0001_02586	ere:EUBREC_3082	421	421	421	100	100	3.34e-284	776	813.5	0.954
Unknown_BF302-01R0001_02586	ehl:EHLA_0521	421	422	421	84.3	100	8.83e-248	684	821.2	0.833
Unknown_BF302-01R0001_02587	ere:EUBREC_3081	299	299	299	99.7	100	2.05e-221	607	610.1	0.995
Unknown_BF302-01R0001_02587	ccom:I6K69_12480	299	299	299	94.3	100	7.89e-210	578	607.1	0.952
Unknown_BF302-01R0001_02587	ehl:EHLA_0522	299	299	299	93.6	100	1.86e-208	575	609.4	0.944
