QUERY	KO	BRITE	CAZY	COG	DISEASE	DRUG	ENZYME	GO	MODULE	NETWORK	PATHWAY	PUBMED	RCLASS	REACTION	TC	VP	DESCRIPTION
Unknown_BF302-01R0002_02340	K01626	br:ko00001;br:ko01000	NA	cog:COG0722	NA	NA	ec:2.5.1.54	go:0003849	md:M00022	NA	path:ko00400;path:ko01100;path:ko01110;path:ko01230;path:ko02024;path:map00400;path:map01100;path:map01110;path:map01230;path:map02024	pmid:16288916	rc:RC00435	rn:R01826	NA	NA	E2.5.1.54, aroF, aroG, aroH; 3-deoxy-7-phosphoheptulonate synthase
Unknown_BF302-01R0002_02343	K06182	br:ko00001;br:ko01000;br:ko03009	NA	cog:COG1187	NA	NA	ec:5.4.99.21	go:0009982	NA	NA	NA	pmid:11720289	NA	NA	NA	NA	rluF; 23S rRNA pseudouridine2604 synthase
Unknown_BF302-01R0002_02344	K01972	br:ko00001;br:ko01000;br:ko03032;br:ko03400	NA	cog:COG0272	NA	NA	ec:6.5.1.2	go:0003911	NA	NA	path:ko03030;path:ko03410;path:ko03420;path:ko03430;path:map03030;path:map03410;path:map03420;path:map03430	pmid:11812821;pmid:18265223	rc:RC00005	rn:R00382	NA	NA	E6.5.1.2, ligA, ligB; DNA ligase (NAD+)
Unknown_BF302-01R0002_02345	K00651	br:ko00001;br:ko01000	NA	cog:COG1897	NA	NA	ec:2.3.1.31;ec:2.3.1.46	go:0004414;go:0008899	md:M00017	NA	path:ko00270;path:ko00920;path:ko01100;path:ko01110;path:ko01230;path:map00270;path:map00920;path:map01100;path:map01110;path:map01230	pmid:10572016	rc:RC00004;rc:RC00041	rn:R01776;rn:R01777	NA	NA	metA; homoserine O-succinyltransferase/O-acetyltransferase
Unknown_BF302-01R0002_02346	K00975	br:ko00001;br:ko01000	NA	cog:COG0448	NA	NA	ec:2.7.7.27	go:0008878	md:M00565;md:M00854	NA	path:ko00500;path:ko00520;path:ko01100;path:ko01110;path:ko01250;path:ko02026;path:map00500;path:map00520;path:map01100;path:map01110;path:map01250;path:map02026	pmid:1339262;pmid:3040691	rc:RC00002	rn:R00948	NA	NA	glgC; glucose-1-phosphate adenylyltransferase
Unknown_BF302-01R0002_02347	K00975	br:ko00001;br:ko01000	NA	cog:COG0448	NA	NA	ec:2.7.7.27	go:0008878	md:M00565;md:M00854	NA	path:ko00500;path:ko00520;path:ko01100;path:ko01110;path:ko01250;path:ko02026;path:map00500;path:map00520;path:map01100;path:map01110;path:map01250;path:map02026	pmid:1339262;pmid:3040691	rc:RC00002	rn:R00948	NA	NA	glgC; glucose-1-phosphate adenylyltransferase
Unknown_BF302-01R0002_02349	K03625	br:ko00001;br:ko03009;br:ko03021	NA	cog:COG0781	NA	NA	NA	NA	NA	NA	NA	pmid:14973028;pmid:6330693	NA	NA	NA	NA	nusB; transcription antitermination protein NusB
Unknown_BF302-01R0002_02350	K03601	br:ko00001;br:ko01000;br:ko03400	NA	cog:COG1570	NA	NA	ec:3.1.11.6	go:0008855	NA	NA	path:ko03430;path:map03430	pmid:6284744	NA	NA	NA	NA	xseA; exodeoxyribonuclease VII large subunit
Unknown_BF302-01R0002_02351	K03602	br:ko00001;br:ko01000;br:ko03400	NA	cog:COG1722	NA	NA	ec:3.1.11.6	go:0008855	NA	NA	path:ko03430;path:map03430	pmid:6284744	NA	NA	NA	NA	xseB; exodeoxyribonuclease VII small subunit
Unknown_BF302-01R0002_02352	K13789	br:ko00001;br:ko01000;br:ko01006	NA	cog:COG0142	NA	NA	ec:2.5.1.1;ec:2.5.1.10;ec:2.5.1.29	go:0004161;go:0004311;go:0004337	md:M00364;md:M00366	NA	path:ko00900;path:ko01100;path:ko01110;path:map00900;path:map01100;path:map01110	pmid:10759500;pmid:19633972	rc:RC00279	rn:R01658;rn:R02003;rn:R02061	NA	NA	GGPS; geranylgeranyl diphosphate synthase, type II
Unknown_BF302-01R0002_02353	K01662	br:ko00001;br:ko01000	NA	cog:COG1154	NA	NA	ec:2.2.1.7	go:0008661	md:M00096	NA	path:ko00730;path:ko00900;path:ko01100;path:ko01110;path:map00730;path:map00900;path:map01100;path:map01110	pmid:10982425	rc:RC00032	rn:R05636	NA	NA	dxs; 1-deoxy-D-xylulose-5-phosphate synthase
Unknown_BF302-01R0002_02354	K06442	br:ko00001;br:ko01000;br:ko03009	NA	cog:COG1189	NA	NA	ec:2.1.1.226;ec:2.1.1.227	NA	NA	NA	NA	pmid:16857584;pmid:9611795	NA	NA	NA	NA	tlyA; 23S rRNA (cytidine1920-2'-O)/16S rRNA (cytidine1409-2'-O)-methyltransferase
Unknown_BF302-01R0002_02355	K00858	br:ko00001;br:ko01000	NA	cog:COG0061	ds:H00525;ds:H01929	NA	ec:2.7.1.23	go:0003951	NA	NA	path:ko00760;path:ko01100;path:ko01240;path:map00760;path:map01100;path:map01240	pmid:11488932;pmid:11594753;pmid:23212377	rc:RC00002;rc:RC00078	rn:R00104	NA	NA	ppnK, NADK; NAD+ kinase
Unknown_BF302-01R0002_02356	K03402	br:ko00001;br:ko03000	NA	cog:COG1438	NA	NA	NA	NA	NA	NA	NA	pmid:1583685	NA	NA	NA	NA	argR, ahrC; transcriptional regulator of arginine metabolism
Unknown_BF302-01R0002_02357	K03631	br:ko00001;br:ko03400	NA	cog:COG0497	NA	NA	NA	NA	NA	NA	NA	pmid:20360008	NA	NA	NA	NA	recN; DNA repair protein RecN (Recombination protein N)
Unknown_BF302-01R0002_02358	K06399	br:ko00001;br:ko01000;br:ko01002	NA	cog:COG0750	NA	NA	ec:3.4.21.116	NA	NA	NA	NA	pmid:11741860	NA	NA	NA	NA	spoIVB; stage IV sporulation protein B
Unknown_BF302-01R0002_02360	K00297	br:ko00001;br:ko01000	NA	cog:COG0685	NA	NA	ec:1.5.1.54	go:0106312	md:M00377	NA	path:ko00670;path:ko00720;path:ko01100;path:ko01120;path:ko01200;path:map00670;path:map00720;path:map01100;path:map01120;path:map01200	pmid:10593891;pmid:9922232	rc:RC00081	rn:R07168	NA	NA	metF, MTHFR; methylenetetrahydrofolate reductase (NADH)
Unknown_BF302-01R0002_02361	K03308	br:ko00001	NA	cog:COG0733	NA	NA	NA	go:0005328	NA	NA	NA	NA	NA	NA	tc:2.A.22.4;tc:2.A.22.5	NA	TC.NSS; neurotransmitter:Na+ symporter, NSS family
Unknown_BF302-01R0002_02370	K18887	br:ko00001;br:ko02000	NA	cog:COG1132	NA	NA	NA	NA	NA	NA	path:ko02010;path:map02010	pmid:14638474	NA	NA	tc:3.A.1.135	NA	efrA, efrE; ATP-binding cassette, subfamily B, multidrug efflux pump
Unknown_BF302-01R0002_02371	K18888	br:ko00001;br:ko02000	NA	cog:COG1132	NA	NA	NA	NA	NA	NA	path:ko02010;path:map02010	pmid:14638474	NA	NA	tc:3.A.1.135	NA	efrB, efrF; ATP-binding cassette, subfamily B, multidrug efflux pump
Unknown_BF302-01R0002_02372	K07699	br:ko00001;br:ko02022	NA	cog:COG0784	NA	NA	NA	go:0000156	NA	NA	path:ko02020;path:ko02024;path:map02020;path:map02024	pmid:11069677;pmid:18410285	NA	NA	NA	NA	spo0A; two-component system, response regulator, stage 0 sporulation protein A
Unknown_BF302-01R0002_02373	K00703	br:ko00001;br:ko01000;br:ko01003	cazy:GT5	cog:COG0297	NA	NA	ec:2.4.1.21	go:0009011	md:M00565;md:M00854	NA	path:ko00500;path:ko01100;path:ko01110;path:ko02026;path:map00500;path:map01100;path:map01110;path:map02026	pmid:1339262	rc:RC00005	rn:R02421	NA	NA	glgA; starch synthase
Unknown_BF302-01R0002_02375	K11070	br:ko00001;br:ko02000	NA	cog:COG1177	NA	NA	NA	NA	NA	NA	path:ko02010;path:map02010	pmid:1939142	NA	NA	tc:3.A.1.11	NA	potC; spermidine/putrescine transport system permease protein
Unknown_BF302-01R0002_02376	K11071	br:ko00001;br:ko02000	NA	cog:COG1176	NA	NA	NA	NA	NA	NA	path:ko02010;path:map02010	pmid:1939142	NA	NA	tc:3.A.1.11	NA	potB; spermidine/putrescine transport system permease protein
Unknown_BF302-01R0002_02377	K11072	br:ko00001;br:ko01000;br:ko02000	NA	cog:COG3842	NA	NA	ec:7.6.2.11	go:0015417	NA	NA	path:ko02010;path:map02010	pmid:1939142	NA	NA	tc:3.A.1.11	NA	potA; spermidine/putrescine transport system ATP-binding protein
Unknown_BF302-01R0002_02382	K01990	br:ko00001;br:ko02000	NA	cog:COG1131;cog:COG1134	NA	NA	NA	NA	NA	NA	NA	pmid:10092453;pmid:10809709;pmid:10978546;pmid:11421281	NA	NA	tc:3.A.1	NA	ABC-2.A; ABC-2 type transport system ATP-binding protein
Unknown_BF302-01R0002_02387	K09765	br:ko00001;br:ko01000;br:ko03016	NA	cog:COG1636	NA	NA	ec:1.17.99.6	go:0052693	NA	NA	NA	pmid:28128549	NA	rn:R12500	NA	NA	queH; epoxyqueuosine reductase
Unknown_BF302-01R0002_02388	K01755	br:ko00001;br:ko01000;br:ko04147	NA	cog:COG0165	ds:H01028;ds:H01398	NA	ec:4.3.2.1	go:0004056	md:M00029;md:M00844;md:M00845	NA	path:ko00220;path:ko00250;path:ko01100;path:ko01110;path:ko01230;path:map00220;path:map00250;path:map01100;path:map01110;path:map01230	pmid:10071206;pmid:7944404	rc:RC00445;rc:RC00447	rn:R01086	NA	NA	argH, ASL; argininosuccinate lyase
Unknown_BF302-01R0002_02389	K00133	br:ko00001;br:ko01000	NA	cog:COG0136	NA	NA	ec:1.2.1.11	go:0004073	md:M00016;md:M00017;md:M00018;md:M00033;md:M00525;md:M00526;md:M00527	NA	path:ko00260;path:ko00261;path:ko00270;path:ko00300;path:ko01100;path:ko01110;path:ko01120;path:ko01210;path:ko01230;path:map00260;path:map00261;path:map00270;path:map00300;path:map01100;path:map01110;path:map01120;path:map01210;path:map01230	pmid:15752328	rc:RC00684	rn:R02291	NA	NA	asd; aspartate-semialdehyde dehydrogenase
Unknown_BF302-01R0002_02392	K03169	br:ko00001;br:ko01000;br:ko03032	NA	cog:COG0550	NA	NA	ec:5.6.2.1	go:0003917	NA	NA	NA	pmid:6326814	NA	NA	NA	NA	topB; DNA topoisomerase III
Unknown_BF302-01R0002_02393	K23144	br:ko00001;br:ko01000	NA	NA	NA	NA	ec:2.3.1.157;ec:2.3.1.276;ec:2.7.7.23;ec:2.7.7.24;ec:2.7.7.83	NA	NA	NA	path:ko00520;path:ko00521;path:ko00523;path:ko00525;path:ko01100;path:ko01110;path:ko01250;path:map00520;path:map00521;path:map00523;path:map00525;path:map01100;path:map01110;path:map01250	NA	rc:RC00002;rc:RC00166	rn:R02328;rn:R12242	NA	NA	K23144; UDP-N-acetylglucosamine diphosphorylase / glucose-1-phosphate thymidylyltransferase / UDP-N-acetylgalactosamine diphosphorylase / glucosamine-1-phosphate N-acetyltransferase / galactosamine-1-phosphate N-acetyltransferase
Unknown_BF302-01R0002_02406	K07727	br:ko00001;br:ko03000	NA	cog:COG3655	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K07727; putative transcriptional regulator
Unknown_BF302-01R0002_02415	K01338	br:ko00001;br:ko01000;br:ko01002	NA	cog:COG0466	NA	NA	ec:3.4.21.53	NA	NA	NA	path:ko04112;path:map04112	pmid:20197497;pmid:8294008	NA	NA	NA	NA	lon; ATP-dependent Lon protease
Unknown_BF302-01R0002_02430	K12053	br:ko00001;br:ko02044	NA	cog:COG3451	NA	NA	NA	NA	NA	NA	NA	pmid:12868652;pmid:16428391	NA	NA	tc:3.A.7.8.1	NA	comB4; ComB4 competence protein
Unknown_BF302-01R0002_02435	K20528	br:ko00001;br:ko02044	NA	cog:COG3838	NA	NA	NA	NA	NA	NA	path:ko02024;path:map02024	pmid:24646299;pmid:8763954	NA	NA	tc:3.A.7.4	NA	trbC; type IV secretion system protein TrbC
Unknown_BF302-01R0002_02437	K03205	br:ko00001;br:ko01000;br:ko02044	NA	cog:COG3451	NA	NA	ec:7.4.2.8	go:0008564	NA	NA	path:ko03070;path:map03070	pmid:3021341	NA	NA	tc:3.A.7	NA	virD4, lvhD4; type IV secretion system protein VirD4
Unknown_BF302-01R0002_02445	K03630	br:ko00001	NA	cog:COG2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	radC; DNA repair protein RadC
Unknown_BF302-01R0002_02452	K18640	br:ko00001;br:ko04812	NA	NA	NA	NA	NA	NA	NA	NA	NA	pmid:12486014;pmid:3172224	NA	NA	NA	NA	parM, stbA; plasmid segregation protein ParM
Unknown_BF302-01R0002_02458	K04567	br:br01613;br:ko00001;br:ko01000;br:ko01007;br:ko03016	NA	cog:COG1190	ds:H00264;ds:H00605	NA	ec:6.1.1.6	go:0004824	NA	NA	path:ko00970;path:map00970	pmid:18682559;pmid:19379069	rc:RC00055;rc:RC00523	rn:R03658	NA	NA	KARS, lysS; lysyl-tRNA synthetase, class II
Unknown_BF302-01R0002_02459	K03624	br:ko00001;br:ko03021	NA	cog:COG0782	NA	NA	NA	NA	NA	NA	NA	pmid:11606592;pmid:17207814	NA	NA	NA	NA	greA; transcription elongation factor GreA
Unknown_BF302-01R0002_02460	K05540	br:ko00001;br:ko01000;br:ko03016	NA	cog:COG0042	NA	NA	NA	go:0017150	NA	NA	NA	pmid:17673083	NA	NA	NA	NA	dusB; tRNA-dihydrouridine synthase B
Unknown_BF302-01R0002_02461	K03525	br:ko00001;br:ko01000	NA	cog:COG1521	NA	NA	ec:2.7.1.33	NA	md:M00120	NA	path:ko00770;path:ko01100;path:ko01240;path:map00770;path:map01100;path:map01240	pmid:15795230	rc:RC00002;rc:RC00017	rn:R02971;rn:R03018;rn:R04391	NA	NA	coaX; type III pantothenate kinase
Unknown_BF302-01R0002_02463	K03524	br:ko00001;br:ko01000;br:ko03000	NA	cog:COG0340;cog:COG1654	NA	NA	ec:6.3.4.15	go:0004077	NA	NA	path:ko00780;path:ko01100;path:map00780;path:map01100	pmid:10470036;pmid:24723382	rc:RC00043;rc:RC00070;rc:RC00096;rc:RC02896	rn:R01074;rn:R05145	NA	NA	birA; BirA family transcriptional regulator, biotin operon repressor / biotin---[acetyl-CoA-carboxylase] ligase
Unknown_BF302-01R0002_02464	K00611	br:ko00001;br:ko01000	NA	cog:COG0078	ds:H00187;ds:H01398	NA	ec:2.1.3.3	go:0004585	md:M00029;md:M00844	NA	path:ko00220;path:ko01100;path:ko01110;path:ko01230;path:map00220;path:map01100;path:map01110;path:map01230	pmid:6372096	rc:RC00096	rn:R01398	NA	NA	OTC, argF, argI; ornithine carbamoyltransferase
Unknown_BF302-01R0002_02467	K02563	br:ko00001;br:ko01000;br:ko01011	cazy:GT28	cog:COG0707	NA	dr:D09788	ec:2.4.1.227	go:0050511	NA	NA	path:ko00550;path:ko01100;path:ko01502;path:ko04112;path:map00550;path:map01100;path:map01502;path:map04112	pmid:15031731;pmid:1649817	rc:RC00005;rc:RC00049	rn:R05032;rn:R05662;rn:R06173;rn:R06174	NA	NA	murG; UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
Unknown_BF302-01R0002_02468	K02503	br:ko00001;br:ko04147	NA	cog:COG0537	ds:H02390	NA	NA	NA	NA	NA	NA	pmid:15703176;pmid:16835243	NA	NA	NA	NA	HINT1, hinT, hit; histidine triad (HIT) family protein
Unknown_BF302-01R0002_02476	K12511	br:ko00001;br:ko02044	NA	cog:COG2064	NA	NA	NA	NA	NA	NA	NA	pmid:12010986	NA	NA	tc:3.A.7.15;tc:9.A.47.1;tc:9.A.47.2	NA	tadC; tight adherence protein C
Unknown_BF302-01R0002_02478	K02283	br:ko00001;br:ko01000;br:ko02035;br:ko02044	NA	cog:COG4962	NA	NA	ec:7.4.2.8	go:0008564	NA	NA	NA	pmid:15837433	NA	NA	tc:3.A.7.15;tc:3.A.7.18;tc:9.A.47.2	NA	cpaF, tadA; pilus assembly protein CpaF
Unknown_BF302-01R0002_02480	K02278	br:ko00001;br:ko01000;br:ko01002;br:ko02035;br:ko02044	NA	cog:COG1989	NA	NA	ec:3.4.23.43	NA	NA	NA	NA	pmid:15837433	NA	NA	tc:1.A.54.5.1;tc:1.A.54.5.2;tc:3.A.7.15;tc:3.A.7.18	NA	cpaA, tadV; prepilin peptidase CpaA
Unknown_BF302-01R0002_02484	K16511	br:ko00001	NA	cog:COG4862	NA	NA	NA	NA	NA	NA	NA	pmid:11914365;pmid:12598648	NA	NA	NA	NA	mecA1_2; adapter protein MecA 1/2
Unknown_BF302-01R0002_02488	K01448	br:ko00001;br:ko01000;br:ko01011;br:ko03036	NA	cog:COG0860	NA	NA	ec:3.5.1.28	go:0008745	NA	NA	path:ko01503;path:map01503	pmid:1357079;pmid:20300061	rc:RC00064;rc:RC00141	rn:R04112	NA	NA	amiABC; N-acetylmuramoyl-L-alanine amidase
Unknown_BF302-01R0002_02489	K00700	br:ko00001;br:ko01000;br:ko04147	cazy:CBM48;cazy:GH13	cog:COG0296	ds:H00069;ds:H01760;ds:H01762;ds:H01942	NA	ec:2.4.1.18	go:0003844	md:M00565;md:M00854	NA	path:ko00500;path:ko01100;path:ko01110;path:map00500;path:map01100;path:map01110	pmid:3013861;pmid:8463281	NA	rn:R02110	NA	NA	GBE1, glgB; 1,4-alpha-glucan branching enzyme
Unknown_BF302-01R0002_02492	K01681	br:br01601;br:ko00001;br:ko01000	NA	cog:COG0065;cog:COG1048	ds:H01020;ds:H02113	NA	ec:4.2.1.3	go:0003994	md:M00009;md:M00010;md:M00012;md:M00173;md:M00740	NA	path:ko00020;path:ko00630;path:ko00720;path:ko01100;path:ko01110;path:ko01120;path:ko01200;path:ko01210;path:ko01230;path:map00020;path:map00630;path:map00720;path:map01100;path:map01110;path:map01120;path:map01200;path:map01210;path:map01230	pmid:12486059;pmid:1956798	rc:RC00497;rc:RC00498;rc:RC00618	rn:R01324;rn:R01325;rn:R01900	NA	NA	ACO, acnA; aconitate hydratase
Unknown_BF302-01R0002_02494	K02483---K18349	br:ko00001;br:ko02022---br:ko00001;br:ko01504;br:ko02022	NA---NA	cog:COG0745---cog:COG0745	NA---NA	NA---NA	NA---NA	go:0000156---go:0000156	NA---md:M00652	NA---NA	NA---path:ko01502;path:ko02020;path:map01502;path:map02020	NA---pmid:18792691	NA---NA	NA---NA	NA---NA	NA---NA	K02483; two-component system, OmpR family, response regulator---vanRC, vanRE, vanRG; two-component system, OmpR family, response regulator VanR
Unknown_BF302-01R0002_02495	K14059	br:ko00001	NA	cog:COG0582	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	int; integrase
Unknown_BF302-01R0002_02512	K07240	br:ko00001;br:ko02000	NA	cog:COG2059	NA	NA	NA	NA	NA	NA	NA	pmid:2180932;pmid:9791139	NA	NA	tc:2.A.51.1	NA	chrA; chromate transporter
Unknown_BF302-01R0002_02513	K07240	br:ko00001;br:ko02000	NA	cog:COG2059	NA	NA	NA	NA	NA	NA	NA	pmid:2180932;pmid:9791139	NA	NA	tc:2.A.51.1	NA	chrA; chromate transporter
Unknown_BF302-01R0002_02519	K06400	br:ko00001	NA	cog:COG1961	NA	NA	NA	NA	NA	NA	NA	pmid:8655528	NA	NA	NA	NA	spoIVCA; site-specific DNA recombinase
Unknown_BF302-01R0002_02522	K03497	br:ko00001;br:ko03000;br:ko03036;br:ko04812	NA	cog:COG1475	NA	NA	NA	NA	NA	NA	NA	pmid:8071208	NA	NA	NA	NA	parB, spo0J; ParB family transcriptional regulator, chromosome partitioning protein
Unknown_BF302-01R0002_02526	K03088	br:ko00001;br:ko03021	NA	cog:COG1595	NA	NA	NA	go:0016987	NA	NA	NA	pmid:12073657;pmid:16336047	NA	NA	NA	NA	rpoE; RNA polymerase sigma-70 factor, ECF subfamily
Unknown_BF302-01R0002_02528	K18220	br:br01600;br:ko00001;br:ko01504	NA	cog:COG0480	NA	NA	NA	NA	NA	NA	NA	pmid:15837373;pmid:19862477	NA	NA	NA	NA	tetM, tetO; ribosomal protection tetracycline resistance protein
Unknown_BF302-01R0002_02529	K02990	br:br01610;br:ko00001;br:ko03011;br:ko03029	NA	cog:COG0360	NA	NA	NA	go:0005763;go:0022627	NA	NA	path:ko03010;path:map03010	pmid:17277072	NA	NA	NA	NA	RP-S6, MRPS6, rpsF; small subunit ribosomal protein S6
Unknown_BF302-01R0002_02534	K19092	br:ko00001;br:ko02048	NA	cog:COG3668	NA	NA	NA	NA	NA	NA	NA	pmid:20487277	NA	NA	NA	NA	parE1_3_4; toxin ParE1/3/4
Unknown_BF302-01R0002_02539	K03798	br:ko00001;br:ko01000;br:ko01002;br:ko03110	NA	cog:COG0465	NA	NA	NA	NA	NA	NA	NA	pmid:10849347;pmid:10940391;pmid:12626683	NA	NA	NA	NA	ftsH, hflB; cell division protease FtsH
Unknown_BF302-01R0002_02541	K08744	br:ko00001;br:ko01000	NA	cog:COG0558	NA	NA	ec:2.7.8.41	NA	NA	NA	path:ko00564;path:ko01100;path:map00564;path:map01100	pmid:16678169;pmid:19439403	rc:RC00002;rc:RC00017	rn:R02030	NA	NA	CRLS; cardiolipin synthase (CMP-forming)
Unknown_BF302-01R0002_02543	K07642	br:ko00001;br:ko01000;br:ko01001;br:ko02022	NA	cog:COG0642	NA	NA	ec:2.7.13.3	go:0000155	NA	NA	path:ko02020;path:map02020	pmid:15522865	NA	NA	NA	NA	baeS, smeS; two-component system, OmpR family, sensor histidine kinase BaeS
Unknown_BF302-01R0002_02544	K02483	br:ko00001;br:ko02022	NA	cog:COG0745	NA	NA	NA	go:0000156	NA	NA	NA	NA	NA	NA	NA	NA	K02483; two-component system, OmpR family, response regulator
Unknown_BF302-01R0002_02547	K01647	br:br01601;br:ko00001;br:ko01000	NA	cog:COG0372	NA	NA	ec:2.3.3.1	go:0004108	md:M00009;md:M00010;md:M00012;md:M00740	NA	path:ko00020;path:ko00630;path:ko01100;path:ko01110;path:ko01120;path:ko01200;path:ko01210;path:ko01230;path:map00020;path:map00630;path:map01100;path:map01110;path:map01120;path:map01200;path:map01210;path:map01230	pmid:9809442	rc:RC00004;rc:RC00067	rn:R00351	NA	NA	CS, gltA; citrate synthase
Unknown_BF302-01R0002_02548	K06131	br:ko00001;br:ko01000	NA	cog:COG1502	NA	NA	NA	go:0008808	NA	NA	path:ko00564;path:ko01100;path:map00564;path:map01100	pmid:22988102	rc:RC00017	rn:R07390	NA	NA	clsA_B; cardiolipin synthase A/B
Unknown_BF302-01R0002_02550	K01223	br:ko00001;br:ko01000	cazy:GT1	cog:COG2723	NA	NA	ec:3.2.1.86	go:0008706	NA	NA	path:ko00010;path:ko00500;path:map00010;path:map00500	NA	rc:RC00049;rc:RC00171;rc:RC00714	rn:R00839;rn:R05133;rn:R05134	NA	NA	E3.2.1.86B, bglA; 6-phospho-beta-glucosidase
Unknown_BF302-01R0002_02551	K02759	br:ko00001;br:ko01000;br:ko02000	NA	cog:COG1447	NA	NA	ec:2.7.1.196;ec:2.7.1.205	go:0008982;go:0090566	NA	NA	path:ko00500;path:ko02060;path:map00500;path:map02060	pmid:10913118	rc:RC00017;rc:RC03206	rn:R11170;rn:R11172	tc:4.A.3.2	NA	celC, chbA; cellobiose PTS system EIIA component
Unknown_BF302-01R0002_02552	K02761	br:ko00001;br:ko02000	NA	cog:COG1455	NA	NA	NA	go:0008982;go:0090566	NA	NA	path:ko00500;path:ko02060;path:map00500;path:map02060	pmid:10913119	rc:RC00017;rc:RC03206	rn:R11170;rn:R11172	tc:4.A.3.2	NA	celB, chbC; cellobiose PTS system EIIC component
Unknown_BF302-01R0002_02553	K02760	br:ko00001;br:ko01000;br:ko02000	NA	cog:COG1440	NA	NA	ec:2.7.1.196;ec:2.7.1.205	go:0008982;go:0090566	NA	NA	path:ko00500;path:ko02060;path:map00500;path:map02060	pmid:10913117	rc:RC00017;rc:RC03206	rn:R11170;rn:R11172	tc:4.A.3.2	NA	celA, chbB; cellobiose PTS system EIIB component
Unknown_BF302-01R0002_02557	K07729	br:ko00001;br:ko03000	NA	cog:COG1476	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K07729; putative transcriptional regulator
Unknown_BF302-01R0002_02563	K02484	br:ko00001;br:ko01000;br:ko01001;br:ko02022	NA	cog:COG0642	NA	NA	ec:2.7.13.3	go:0000155	NA	NA	NA	NA	NA	NA	NA	NA	K02484; two-component system, OmpR family, sensor kinase
Unknown_BF302-01R0002_02564	K07658---K07668	br:ko00001;br:ko02022---br:ko00001;br:ko02022	NA---NA	cog:COG0745---cog:COG0745	NA---NA	NA---NA	NA---NA	go:0000156---go:0000156	NA---NA	NA---NA	path:ko02020;path:map02020---path:ko02020;path:map02020	pmid:16030210;pmid:20487291---pmid:17827301	NA---NA	NA---NA	NA---NA	NA---NA	phoB1, phoP; two-component system, OmpR family, alkaline phosphatase synthesis response regulator PhoP---vicR; two-component system, OmpR family, response regulator VicR
Unknown_BF302-01R0002_02566	K04041	br:ko00001;br:ko01000	NA	cog:COG3855	NA	NA	ec:3.1.3.11	go:0042132	md:M00003	NA	path:ko00010;path:ko00030;path:ko00051;path:ko00680;path:ko00710;path:ko01100;path:ko01110;path:ko01120;path:map00010;path:map00030;path:map00051;path:map00680;path:map00710;path:map01100;path:map01110;path:map01120	NA	rc:RC00017	rn:R00762;rn:R04780	NA	NA	fbp3; fructose-1,6-bisphosphatase III
Unknown_BF302-01R0002_02567	K01012	br:ko00001;br:ko01000	NA	cog:COG0502	NA	NA	ec:2.8.1.6	go:0004076	md:M00123;md:M00573;md:M00577;md:M00950	NA	path:ko00780;path:ko01100;path:ko01240;path:map00780;path:map01100;path:map01240	pmid:8117110;pmid:8142361	rc:RC00441	rn:R01078	NA	NA	bioB; biotin synthase
Unknown_BF302-01R0002_02568	K08978	br:ko00001;br:ko02000	NA	cog:COG2510	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	tc:2.A.7.2	NA	TC.BAT1; bacterial/archaeal transporter family protein
Unknown_BF302-01R0002_02575	K01519	br:ko00001;br:ko01000	NA	cog:COG0127	ds:H00606	NA	ec:3.6.1.66	go:0035870;go:0036222	NA	NA	path:ko00230;path:ko00983;path:ko01100;path:ko01232;path:map00230;path:map00983;path:map01100;path:map01232	pmid:11278832;pmid:12297000	rc:RC00002	rn:R00720;rn:R02720;rn:R03531;rn:R08243	NA	NA	rdgB, ITPA; XTP/dITP diphosphohydrolase
Unknown_BF302-01R0002_02577	K07444	br:ko00001;br:ko01000	NA	cog:COG0116	NA	NA	NA	NA	NA	NA	NA	pmid:21710567;pmid:2423526	NA	NA	NA	NA	ypsC; putative N6-adenine-specific DNA methylase
Unknown_BF302-01R0002_02578	K02439	br:ko00001;br:ko01000	NA	cog:COG0607	NA	NA	ec:2.8.1.1	go:0004792	NA	NA	path:ko00920;path:ko01100;path:ko01110;path:ko01120;path:map00920;path:map01100;path:map01110;path:map01120	pmid:10735872;pmid:11709175	NA	rn:R01931	NA	NA	glpE; thiosulfate sulfurtransferase
Unknown_BF302-01R0002_02580	K01740	br:ko00001;br:ko01000	NA	cog:COG2873	NA	NA	ec:2.5.1.49	go:0003961	NA	NA	path:ko00270;path:ko01100;path:map00270;path:map01100	pmid:11566369	rc:RC00020;rc:RC00196;rc:RC02821;rc:RC02848	rn:R00651;rn:R01287;rn:R02026;rn:R04859	NA	NA	metY; O-acetylhomoserine (thiol)-lyase
