QUERY	KO	BRITE	CAZY	COG	DISEASE	DRUG	ENZYME	GO	MODULE	NETWORK	PATHWAY	PUBMED	RCLASS	REACTION	TC	VP	DESCRIPTION
Unknown_BF302-01R0003_02116	K00789	br:ko00001;br:ko01000	NA	cog:COG0192;cog:COG1812	ds:H00184	NA	ec:2.5.1.6	go:0004478	md:M00034;md:M00035;md:M00368;md:M00609	NA	path:ko00270;path:ko00999;path:ko01100;path:ko01110;path:ko01230;path:ko01240;path:map00270;path:map00999;path:map01100;path:map01110;path:map01230;path:map01240	pmid:10644686;pmid:1696256	rc:RC00021;rc:RC01211	rn:R00177;rn:R04771	NA	NA	metK, MAT; S-adenosylmethionine synthetase
Unknown_BF302-01R0003_02118	K00790	br:ko00001;br:ko01000;br:ko01011	NA	cog:COG0766	NA	dr:D00925;dr:D02187;dr:D02188;dr:D04253;dr:D07995	ec:2.5.1.7	go:0008760	NA	NA	path:ko00520;path:ko00550;path:ko01100;path:ko01250;path:map00520;path:map00550;path:map01100;path:map01250	pmid:1512209	rc:RC00350	rn:R00660	NA	NA	murA; UDP-N-acetylglucosamine 1-carboxyvinyltransferase
Unknown_BF302-01R0003_02119	K00891	br:ko00001;br:ko01000	NA	cog:COG0703	NA	NA	ec:2.7.1.71	go:0004765	md:M00022	NA	path:ko00400;path:ko01100;path:ko01110;path:ko01230;path:map00400;path:map01100;path:map01110;path:map01230	pmid:11483005;pmid:1309529;pmid:3026317	rc:RC00002;rc:RC00078	rn:R02412	NA	NA	aroK, aroL; shikimate kinase
Unknown_BF302-01R0003_02121	K03723	br:ko00001;br:ko01000;br:ko03400	NA	cog:COG1197	NA	NA	NA	NA	NA	NA	path:ko03420;path:map03420	pmid:21185303	NA	NA	NA	NA	mfd; transcription-repair coupling factor (superfamily II helicase)
Unknown_BF302-01R0003_02122	K01056	br:ko00001;br:ko01000;br:ko03012	NA	cog:COG0193	NA	NA	ec:3.1.1.29	go:0004045	NA	NA	NA	pmid:15547251;pmid:16849786	NA	NA	NA	NA	PTH1, pth, spoVC; peptidyl-tRNA hydrolase, PTH1 family
Unknown_BF302-01R0003_02123	K03660	br:ko00001;br:ko01000;br:ko03400	NA	cog:COG0122	ds:H00021	NA	ec:4.2.99.18	go:0008534	NA	NA	path:ko03410;path:map03410	pmid:10775435;pmid:11095666	NA	NA	NA	NA	OGG1; N-glycosylase/DNA lyase
Unknown_BF302-01R0003_02125	K06412	br:ko00001	NA	cog:COG2088	NA	NA	NA	NA	NA	NA	NA	pmid:10348850	NA	NA	NA	NA	spoVG; stage V sporulation protein G
Unknown_BF302-01R0003_02126	K00975	br:ko00001;br:ko01000	NA	cog:COG0448	NA	NA	ec:2.7.7.27	go:0008878	md:M00565;md:M00854	NA	path:ko00500;path:ko00520;path:ko01100;path:ko01110;path:ko01250;path:ko02026;path:map00500;path:map00520;path:map01100;path:map01110;path:map01250;path:map02026	pmid:1339262;pmid:3040691	rc:RC00002	rn:R00948	NA	NA	glgC; glucose-1-phosphate adenylyltransferase
Unknown_BF302-01R0003_02127	K00975	br:ko00001;br:ko01000	NA	cog:COG0448	NA	NA	ec:2.7.7.27	go:0008878	md:M00565;md:M00854	NA	path:ko00500;path:ko00520;path:ko01100;path:ko01110;path:ko01250;path:ko02026;path:map00500;path:map00520;path:map01100;path:map01110;path:map01250;path:map02026	pmid:1339262;pmid:3040691	rc:RC00002	rn:R00948	NA	NA	glgC; glucose-1-phosphate adenylyltransferase
Unknown_BF302-01R0003_02128	K01924	br:ko00001;br:ko01000;br:ko01011	NA	cog:COG0773	NA	NA	ec:6.3.2.8	go:0008763	NA	NA	path:ko00550;path:ko01100;path:map00550;path:map01100	pmid:2197603;pmid:7601127	rc:RC00064;rc:RC00141	rn:R03193	NA	NA	murC; UDP-N-acetylmuramate--alanine ligase
Unknown_BF302-01R0003_02130	K02315	br:ko00001;br:ko03032	NA	cog:COG1484	NA	NA	NA	NA	NA	NA	NA	pmid:23562643	NA	NA	NA	NA	dnaC; DNA replication protein DnaC
Unknown_BF302-01R0003_02131	K00948	br:ko00001;br:ko01000	NA	cog:COG0462	ds:H00196;ds:H00264;ds:H00946;ds:H01209	NA	ec:2.7.6.1	go:0004749	md:M00005	NA	path:ko00030;path:ko00230;path:ko01100;path:ko01110;path:ko01120;path:ko01200;path:ko01230;path:map00030;path:map00230;path:map01100;path:map01110;path:map01120;path:map01200;path:map01230	pmid:3009477;pmid:4306285	rc:RC00002;rc:RC00078	rn:R01049	NA	NA	PRPS, prsA; ribose-phosphate pyrophosphokinase
Unknown_BF302-01R0003_02132	K02879	br:br01610;br:ko00001;br:ko03011	NA	cog:COG0203	NA	NA	NA	go:0005762;go:0022625	NA	NA	path:ko03010;path:map03010	pmid:10094780	NA	NA	NA	NA	RP-L17, MRPL17, rplQ; large subunit ribosomal protein L17
Unknown_BF302-01R0003_02133	K03040	br:br01611;br:ko00001;br:ko01000;br:ko03021;br:ko03400	NA	cog:COG0202	NA	dr:D00424	ec:2.7.7.6	go:0003899	NA	NA	path:ko03020;path:map03020	pmid:1646077	NA	NA	NA	NA	rpoA; DNA-directed RNA polymerase subunit alpha
Unknown_BF302-01R0003_02134	K02986	br:br01610;br:ko00001;br:ko03011	NA	cog:COG0522	NA	NA	NA	go:0022627	NA	NA	path:ko03010;path:map03010	pmid:11447122;pmid:15652481	NA	NA	NA	NA	RP-S4, rpsD; small subunit ribosomal protein S4
Unknown_BF302-01R0003_02135	K02948	br:br01610;br:ko00001;br:ko03011	NA	cog:COG0100	NA	NA	NA	go:0005763;go:0022627	NA	NA	path:ko03010;path:map03010	pmid:10094780	NA	NA	NA	NA	RP-S11, MRPS11, rpsK; small subunit ribosomal protein S11
Unknown_BF302-01R0003_02136	K02952	br:br01610;br:ko00001;br:ko03011	NA	cog:COG0099	NA	NA	NA	go:0022627	NA	NA	path:ko03010;path:map03010	pmid:17277072	NA	NA	NA	NA	RP-S13, rpsM; small subunit ribosomal protein S13
Unknown_BF302-01R0003_02137	K02518	br:ko00001;br:ko03012	NA	cog:COG0361	NA	NA	NA	go:0003743	NA	NA	NA	pmid:19011758;pmid:376343	NA	NA	NA	NA	infA; translation initiation factor IF-1
Unknown_BF302-01R0003_02138	K01265	br:ko00001;br:ko01000;br:ko01002	NA	cog:COG0024	NA	NA	ec:3.4.11.18	NA	NA	NA	NA	pmid:16274222;pmid:3027045;pmid:8618900	NA	NA	NA	NA	map; methionyl aminopeptidase
Unknown_BF302-01R0003_02139	K00939	br:ko00001;br:ko01000;br:ko04147	NA	cog:COG0563	ds:H00092;ds:H00674;ds:H01128;ds:H01282	NA	ec:2.7.4.3	go:0004017	md:M00049	NA	path:ko00230;path:ko00730;path:ko01100;path:ko01110;path:ko01232;path:ko01240;path:map00230;path:map00730;path:map01100;path:map01110;path:map01232;path:map01240	pmid:16790685;pmid:19468337	rc:RC00002	rn:R00127;rn:R01547;rn:R11319	NA	NA	adk, AK; adenylate kinase
Unknown_BF302-01R0003_02140	K03076	br:ko00001;br:ko02044	NA	cog:COG0201	NA	NA	NA	NA	NA	NA	path:ko02024;path:ko03060;path:ko03070;path:map02024;path:map03060;path:map03070	pmid:17368028;pmid:19483671	NA	NA	tc:3.A.5	NA	secY; preprotein translocase subunit SecY
Unknown_BF302-01R0003_02141	K02876	br:br01610;br:ko00001;br:ko03011	NA	cog:COG0200	NA	NA	NA	go:0005762;go:0022625	NA	NA	path:ko03010;path:map03010	pmid:10094780	NA	NA	NA	NA	RP-L15, MRPL15, rplO; large subunit ribosomal protein L15
Unknown_BF302-01R0003_02142	K02907	br:br01610;br:ko00001;br:ko03011	NA	cog:COG1841	NA	NA	NA	go:0005762;go:0022625	NA	NA	path:ko03010;path:map03010	pmid:10094780;pmid:2061283	NA	NA	NA	NA	RP-L30, MRPL30, rpmD; large subunit ribosomal protein L30
Unknown_BF302-01R0003_02143	K02988	br:br01610;br:ko00001;br:ko03011	NA	cog:COG0098	NA	NA	NA	go:0005763;go:0022627	NA	NA	path:ko03010;path:map03010	pmid:15652481;pmid:4273819	NA	NA	NA	NA	RP-S5, MRPS5, rpsE; small subunit ribosomal protein S5
Unknown_BF302-01R0003_02144	K02881	br:br01610;br:ko00001;br:ko03011	NA	cog:COG0256	NA	NA	NA	go:0005762;go:0022625	NA	NA	path:ko03010;path:map03010	pmid:21685364;pmid:353728;pmid:6432797	NA	NA	NA	NA	RP-L18, MRPL18, rplR; large subunit ribosomal protein L18
Unknown_BF302-01R0003_02145	K02933	br:br01610;br:ko00001;br:ko03011	NA	cog:COG0097	NA	NA	NA	go:0005762;go:0022625	NA	NA	path:ko03010;path:map03010	pmid:21546625;pmid:6222285	NA	NA	NA	NA	RP-L6, MRPL6, rplF; large subunit ribosomal protein L6
Unknown_BF302-01R0003_02146	K02994	br:br01610;br:ko00001;br:ko03011	NA	cog:COG0096	NA	NA	NA	go:0022627	NA	NA	path:ko03010;path:map03010	pmid:10094780	NA	NA	NA	NA	RP-S8, rpsH; small subunit ribosomal protein S8
Unknown_BF302-01R0003_02147	K02954	br:br01610;br:ko00001;br:ko03011	NA	cog:COG0199	ds:H00891	NA	NA	go:0005763;go:0022627	NA	NA	path:ko03010;path:map03010	pmid:10094780;pmid:20208344	NA	NA	NA	NA	RP-S14, MRPS14, rpsN; small subunit ribosomal protein S14
Unknown_BF302-01R0003_02148	K02931	br:br01610;br:ko00001;br:ko03011	NA	cog:COG0094	NA	NA	NA	go:0005762;go:0022625	NA	NA	path:ko03010;path:map03010	pmid:22821559	NA	NA	NA	NA	RP-L5, MRPL5, rplE; large subunit ribosomal protein L5
Unknown_BF302-01R0003_02149	K02895	br:br01610;br:ko00001;br:ko03011	NA	cog:COG0198	NA	NA	NA	go:0005762;go:0022625	NA	NA	path:ko03010;path:map03010	pmid:10094780;pmid:357435	NA	NA	NA	NA	RP-L24, MRPL24, rplX; large subunit ribosomal protein L24
Unknown_BF302-01R0003_02150	K02874	br:br01610;br:ko00001;br:ko03011	NA	cog:COG0093	NA	NA	NA	go:0005762;go:0022625	NA	NA	path:ko03010;path:map03010	pmid:12809609;pmid:22829778	NA	NA	NA	NA	RP-L14, MRPL14, rplN; large subunit ribosomal protein L14
Unknown_BF302-01R0003_02151	K02961	br:br01610;br:ko00001;br:ko03011	NA	cog:COG0186	NA	NA	NA	go:0005763;go:0022627	NA	NA	path:ko03010;path:map03010	pmid:15543521;pmid:17277072	NA	NA	NA	NA	RP-S17, MRPS17, rpsQ; small subunit ribosomal protein S17
Unknown_BF302-01R0003_02152	K02904	br:br01610;br:ko00001;br:ko03011	NA	cog:COG0255	NA	NA	NA	go:0022625	NA	NA	path:ko03010;path:map03010	pmid:10094780	NA	NA	NA	NA	RP-L29, rpmC; large subunit ribosomal protein L29
Unknown_BF302-01R0003_02153	K02878	br:br01610;br:ko00001;br:ko03011	NA	cog:COG0197	NA	NA	NA	go:0005762;go:0022625	NA	NA	path:ko03010;path:map03010	pmid:10094780;pmid:11120948	NA	NA	NA	NA	RP-L16, MRPL16, rplP; large subunit ribosomal protein L16
Unknown_BF302-01R0003_02154	K02982	br:br01610;br:ko00001;br:ko03011	NA	cog:COG0092	NA	NA	NA	go:0022627	NA	NA	path:ko03010;path:map03010	pmid:15652481	NA	NA	NA	NA	RP-S3, rpsC; small subunit ribosomal protein S3
Unknown_BF302-01R0003_02155	K02890	br:br01610;br:ko00001;br:ko03011	NA	cog:COG0091	NA	NA	NA	go:0005762;go:0022625	NA	NA	path:ko03010;path:map03010	pmid:19150357	NA	NA	NA	NA	RP-L22, MRPL22, rplV; large subunit ribosomal protein L22
Unknown_BF302-01R0003_02156	K02965	br:br01610;br:ko00001;br:ko03011	NA	cog:COG0185	NA	NA	NA	go:0022627	NA	NA	path:ko03010;path:map03010	pmid:10094780;pmid:15496525	NA	NA	NA	NA	RP-S19, rpsS; small subunit ribosomal protein S19
Unknown_BF302-01R0003_02157	K02886	br:br01610;br:ko00001;br:ko03011	NA	cog:COG0090	NA	NA	NA	go:0005762;go:0022625	NA	NA	path:ko03010;path:map03010	pmid:2211695	NA	NA	NA	NA	RP-L2, MRPL2, rplB; large subunit ribosomal protein L2
Unknown_BF302-01R0003_02158	K02892	br:br01610;br:ko00001;br:ko03011	NA	cog:COG0089	NA	NA	NA	go:0005762;go:0022625	NA	NA	path:ko03010;path:map03010	pmid:17156124	NA	NA	NA	NA	RP-L23, MRPL23, rplW; large subunit ribosomal protein L23
Unknown_BF302-01R0003_02159	K02926	br:br01610;br:ko00001;br:ko03011	NA	cog:COG0088	NA	NA	NA	go:0005762;go:0022625	NA	NA	path:ko03010;path:map03010	pmid:10094780;pmid:2442760	NA	NA	NA	NA	RP-L4, MRPL4, rplD; large subunit ribosomal protein L4
Unknown_BF302-01R0003_02160	K02906	br:br01610;br:ko00001;br:ko03011	NA	cog:COG0087	ds:H00891	NA	NA	go:0005762;go:0022625	NA	NA	path:ko03010;path:map03010	pmid:19154332	NA	NA	NA	NA	RP-L3, MRPL3, rplC; large subunit ribosomal protein L3
Unknown_BF302-01R0003_02161	K02946	br:br01610;br:ko00001;br:ko03011	NA	cog:COG0051	NA	NA	NA	go:0005763;go:0022627	NA	NA	path:ko03010;path:map03010	pmid:16189114;pmid:22511947	NA	NA	NA	NA	RP-S10, MRPS10, rpsJ; small subunit ribosomal protein S10
Unknown_BF302-01R0003_02162	K06969	br:ko00001;br:ko01000;br:ko03009	NA	cog:COG1092	NA	NA	ec:2.1.1.191	go:0009383	NA	NA	NA	pmid:18786544	NA	NA	NA	NA	rlmI; 23S rRNA (cytosine1962-C5)-methyltransferase
Unknown_BF302-01R0003_02163	K03284	br:ko00001;br:ko02000	NA	cog:COG0598	NA	NA	NA	go:0015095	NA	NA	NA	pmid:15516579;pmid:17710639;pmid:18927203	NA	NA	tc:1.A.35.1;tc:1.A.35.3	NA	corA; magnesium transporter
Unknown_BF302-01R0003_02164	K01867	br:br01613;br:ko00001;br:ko01000;br:ko01007;br:ko03016	NA	cog:COG0180	ds:H00856;ds:H02461	NA	ec:6.1.1.2	go:0004830	NA	NA	path:ko00970;path:map00970	pmid:1761529;pmid:18682559	rc:RC00055;rc:RC00523	rn:R03664	NA	NA	WARS, trpS; tryptophanyl-tRNA synthetase
Unknown_BF302-01R0003_02165	K03976	br:ko00001;br:ko01000;br:ko03016	NA	cog:COG2606	NA	NA	NA	go:0043907	NA	NA	NA	NA	NA	NA	NA	NA	ybaK, ebsC; Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase
Unknown_BF302-01R0003_02166	K00937	br:ko00001;br:ko01000;br:ko03019	NA	cog:COG0855	NA	NA	ec:2.7.4.1	go:0008976	NA	NA	path:ko00190;path:ko03018;path:map00190;path:map03018	pmid:8962061;pmid:9383162	NA	NA	NA	NA	ppk1; polyphosphate kinase
Unknown_BF302-01R0003_02169	K01126	br:ko00001;br:ko01000	NA	cog:COG0584	NA	NA	ec:3.1.4.46	go:0008889	NA	NA	path:ko00564;path:map00564	NA	rc:RC00017;rc:RC00425	rn:R01030;rn:R01470	NA	NA	E3.1.4.46, glpQ, ugpQ; glycerophosphoryl diester phosphodiesterase
Unknown_BF302-01R0003_02170	K06902	br:ko00001;br:ko02000;br:ko04131	NA	cog:COG2270	NA	NA	NA	NA	NA	NA	path:ko04138;path:map04138	pmid:17021250	NA	NA	tc:2.A.1.24;tc:9.A.15.1	NA	UMF1; MFS transporter, UMF1 family
Unknown_BF302-01R0003_02178	K03790	br:ko00001;br:ko01000;br:ko03009	NA	cog:COG1670	NA	NA	ec:2.3.1.267	go:0008999	NA	NA	NA	pmid:18466225;pmid:2828880	NA	NA	NA	NA	rimJ; [ribosomal protein S5]-alanine N-acetyltransferase
Unknown_BF302-01R0003_02179	K02824	br:ko00001;br:ko02000	NA	cog:COG2233	NA	NA	NA	NA	NA	NA	NA	pmid:21423164;pmid:7721693	NA	NA	tc:2.A.40.1.1;tc:2.A.40.1.2;tc:2.A.40.1.4	NA	uraA, pyrP; uracil permease
Unknown_BF302-01R0003_02180	K07027	br:ko00001	cazy:GT2	cog:COG0392	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	tc:4.D.2.4	NA	K07027; glycosyltransferase 2 family protein
Unknown_BF302-01R0003_02186	K17675	br:ko00001;br:ko01000;br:ko03029	NA	cog:COG0513	NA	NA	ec:3.6.4.13	go:0003724;go:0034458	NA	NA	NA	pmid:17352692	NA	NA	NA	NA	SUPV3L1, SUV3; ATP-dependent RNA helicase SUPV3L1/SUV3
Unknown_BF302-01R0003_02187	K07107	br:ko00001;br:ko01000	NA	cog:COG0824	NA	NA	NA	NA	NA	NA	NA	pmid:16294310	NA	NA	NA	NA	ybgC; acyl-CoA thioester hydrolase
Unknown_BF302-01R0003_02188	K01262	br:ko00001;br:ko01000;br:ko01002	NA	cog:COG0006	ds:H00537	NA	ec:3.4.11.9	go:0004177	NA	NA	NA	pmid:11872174;pmid:7937532;pmid:9520390	NA	NA	NA	NA	pepP; Xaa-Pro aminopeptidase
Unknown_BF302-01R0003_02189	K02335	br:br01612;br:ko00001;br:ko01000;br:ko03032;br:ko03400	NA	cog:COG0258;cog:COG0749	NA	NA	ec:2.7.7.7	go:0003887	NA	NA	path:ko03030;path:ko03410;path:ko03420;path:ko03440;path:map03030;path:map03410;path:map03420;path:map03440	pmid:19843230;pmid:21427281	NA	NA	NA	NA	polA; DNA polymerase I
Unknown_BF302-01R0003_02190	K00859	br:ko00001;br:ko01000	NA	cog:COG0237	NA	NA	ec:2.7.1.24	go:0004140	md:M00120	NA	path:ko00770;path:ko01100;path:ko01240;path:map00770;path:map01100;path:map01240	pmid:11292795	rc:RC00002;rc:RC00078	rn:R00130	NA	NA	coaE; dephospho-CoA kinase
Unknown_BF302-01R0003_02193	K07166	br:ko00001	NA	cog:COG3830	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K07166; ACT domain-containing protein
Unknown_BF302-01R0003_02194	K09157	br:ko00001	NA	cog:COG2848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K09157; uncharacterized protein
Unknown_BF302-01R0003_02195	K11176	br:ko00001;br:ko01000	NA	cog:COG3363	NA	NA	ec:3.5.4.10	go:0003937	md:M00048	NA	path:ko00230;path:ko01100;path:ko01110;path:map00230;path:map01100;path:map01110	pmid:11844782	rc:RC00456	rn:R01127	NA	NA	purO; IMP cyclohydrolase
Unknown_BF302-01R0003_02196	K00602	br:ko00001;br:ko01000;br:ko04147	NA	cog:COG0138	ds:H00966	NA	ec:2.1.2.3;ec:3.5.4.10	go:0003937;go:0004643	md:M00048	NA	path:ko00230;path:ko00670;path:ko01100;path:ko01110;path:ko01523;path:map00230;path:map00670;path:map01100;path:map01110;path:map01523	pmid:2192230;pmid:8867801	rc:RC00026;rc:RC00263;rc:RC00456	rn:R01127;rn:R04560	NA	NA	purH; phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase
Unknown_BF302-01R0003_02197	K16899	br:ko00001;br:ko01000;br:ko03400	NA	cog:COG3857	NA	NA	ec:5.6.2.4	go:0008409;go:0043138	NA	NA	NA	pmid:10756102;pmid:17570399	NA	NA	NA	NA	addB; ATP-dependent helicase/nuclease subunit B
Unknown_BF302-01R0003_02198	K16898	br:ko00001;br:ko01000;br:ko03400	NA	cog:COG1074	NA	NA	ec:5.6.2.4	go:0008408;go:0043138	NA	NA	NA	pmid:10756102;pmid:17570399	NA	NA	NA	NA	addA; ATP-dependent helicase/nuclease subunit A
Unknown_BF302-01R0003_02200	K07533	br:ko00001;br:ko01000;br:ko03110	NA	cog:COG0760	NA	NA	ec:5.2.1.8	go:0003755	NA	NA	NA	pmid:12634326	NA	NA	NA	NA	prsA; foldase protein PrsA
Unknown_BF302-01R0003_02201	K19302	br:ko00001;br:ko01000;br:ko01011	NA	cog:COG0671	NA	dr:D00128;dr:D03047;dr:D03048	ec:3.6.1.27	go:0050380	NA	NA	path:ko00550;path:ko00552;path:map00550;path:map00552	pmid:14612242;pmid:15778224	rc:RC00002	rn:R05627	NA	NA	bcrC; undecaprenyl-diphosphatase
Unknown_BF302-01R0003_02202	K04079	br:ko00001;br:ko01009;br:ko03029;br:ko03051;br:ko03110;br:ko04131;br:ko04147	NA	cog:COG0326	NA	dr:D06554;dr:D06650;dr:D09375;dr:D09376;dr:D09711;dr:D10126;dr:D10646;dr:D10647;dr:D10719;dr:D11766;dr:D11920	NA	NA	NA	NA	path:ko04141;path:ko04151;path:ko04217;path:ko04612;path:ko04621;path:ko04626;path:ko04657;path:ko04659;path:ko04914;path:ko04915;path:ko05132;path:ko05200;path:ko05207;path:ko05215;path:ko05417;path:ko05418;path:map04141;path:map04151;path:map04217;path:map04612;path:map04621;path:map04626;path:map04657;path:map04659;path:map04914;path:map04915;path:map05132;path:map05200;path:map05207;path:map05215;path:map05417;path:map05418	pmid:2780322;pmid:3301534	NA	NA	NA	NA	HSP90A, htpG; molecular chaperone HtpG
Unknown_BF302-01R0003_02203	K18700	br:ko00001;br:ko01000	NA	cog:COG5496	NA	NA	ec:3.1.2.29	NA	NA	NA	NA	pmid:16720268	NA	NA	NA	NA	flK; fluoroacetyl-CoA thioesterase
Unknown_BF302-01R0003_02204	K07058	br:ko00001	NA	cog:COG1295	NA	NA	NA	NA	NA	NA	NA	pmid:15576800	NA	NA	NA	NA	K07058; membrane protein
Unknown_BF302-01R0003_02205	K00640	br:ko00001;br:ko01000	NA	cog:COG1045	NA	NA	ec:2.3.1.30	go:0009001	md:M00021	NA	path:ko00270;path:ko00920;path:ko01100;path:ko01110;path:ko01120;path:ko01200;path:ko01230;path:ko05111;path:map00270;path:map00920;path:map01100;path:map01110;path:map01120;path:map01200;path:map01230;path:map05111	pmid:18851994;pmid:4977445	rc:RC00004;rc:RC00041	rn:R00586	NA	NA	cysE; serine O-acetyltransferase
Unknown_BF302-01R0003_02206	K04758	br:ko00001;br:ko02000	NA	cog:COG1918	NA	NA	NA	NA	NA	NA	NA	pmid:16718600;pmid:16952942;pmid:8407793	NA	NA	NA	NA	feoA; ferrous iron transport protein A
Unknown_BF302-01R0003_02207	K04758	br:ko00001;br:ko02000	NA	cog:COG1918	NA	NA	NA	NA	NA	NA	NA	pmid:16718600;pmid:16952942;pmid:8407793	NA	NA	NA	NA	feoA; ferrous iron transport protein A
Unknown_BF302-01R0003_02208	K04759	br:ko00001;br:ko02000	NA	cog:COG0370	NA	NA	NA	NA	NA	NA	NA	pmid:16718600;pmid:16952942;pmid:8407793	NA	NA	tc:9.A.8.1	NA	feoB; ferrous iron transport protein B
Unknown_BF302-01R0003_02210	K03711	br:ko00001;br:ko03000	NA	cog:COG0735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	fur, zur, furB; Fur family transcriptional regulator, ferric uptake regulator
Unknown_BF302-01R0003_02212	K03839	br:ko00001	NA	cog:COG0716	NA	NA	NA	NA	NA	NA	NA	pmid:3121629	NA	NA	NA	NA	fldA, nifF, isiB; flavodoxin I
Unknown_BF302-01R0003_02230	K03465	br:ko00001;br:ko01000	NA	cog:COG1351	NA	NA	ec:2.1.1.148	go:0050797	md:M00938	NA	path:ko00240;path:ko00670;path:ko01100;path:ko01232;path:map00240;path:map00670;path:map01100;path:map01232	pmid:19370033	rc:RC00022;rc:RC00332	rn:R06613	NA	NA	thyX, thy1; thymidylate synthase (FAD)
Unknown_BF302-01R0003_02236	K03496	br:ko00001;br:ko03036;br:ko04812	NA	cog:COG1192	NA	NA	NA	NA	NA	NA	NA	pmid:8071208	NA	NA	NA	NA	parA, soj; chromosome partitioning protein
Unknown_BF302-01R0003_02240	K08234	br:ko00001	NA	cog:COG0346	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	yaeR; glyoxylase I family protein
Unknown_BF302-01R0003_02242	K06878	br:ko00001	NA	cog:COG0073	NA	NA	NA	NA	NA	NA	NA	pmid:1435734	NA	NA	NA	NA	K06878; tRNA-binding protein
Unknown_BF302-01R0003_02243	K14059	br:ko00001	NA	cog:COG0582	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	int; integrase
Unknown_BF302-01R0003_02251	K07727	br:ko00001;br:ko03000	NA	cog:COG3655	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K07727; putative transcriptional regulator
Unknown_BF302-01R0003_02252	K03111	br:ko00001;br:ko03029;br:ko03032;br:ko03400	NA	cog:COG0629	ds:H01020	NA	NA	NA	NA	NA	path:ko03030;path:ko03430;path:ko03440;path:map03030;path:map03430;path:map03440	pmid:21784244	NA	NA	NA	NA	ssb; single-strand DNA-binding protein
Unknown_BF302-01R0003_02255	K19077	br:ko00001;br:ko01000;br:ko01001;br:ko01504;br:ko02022	NA	cog:COG0642	NA	NA	ec:2.7.13.3	go:0000155	md:M00725;md:M00726;md:M00730	NA	path:ko01503;path:ko02020;path:map01503;path:map02020	pmid:17502406;pmid:21765893	NA	NA	NA	NA	graS; two-component system, OmpR family, sensor histidine kinase GraS
Unknown_BF302-01R0003_02256	K07776---K11634	br:ko00001;br:ko02022---br:ko00001;br:ko02022	NA---NA	cog:COG0745---cog:COG0745	NA---NA	NA---NA	NA---NA	go:0000156---go:0000156	NA---NA	NA---NA	path:ko02020;path:map02020---path:ko02020;path:map02020	pmid:12777483;pmid:17526710---pmid:15870467	NA---NA	NA---NA	NA---NA	NA---NA	regX3; two-component system, OmpR family, response regulator RegX3---yxdJ; two-component system, OmpR family, response regulator YxdJ
Unknown_BF302-01R0003_02257	K02004	br:ko00001;br:ko02000	NA	cog:COG0577;cog:COG3127	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	tc:3.A.1	NA	ABC.CD.P; putative ABC transport system permease protein
Unknown_BF302-01R0003_02258	K02003	br:ko00001;br:ko02000	NA	cog:COG1136;cog:COG4181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	tc:3.A.1	NA	ABC.CD.A; putative ABC transport system ATP-binding protein
Unknown_BF302-01R0003_02264	K06878	br:ko00001	NA	cog:COG0073	NA	NA	NA	NA	NA	NA	NA	pmid:1435734	NA	NA	NA	NA	K06878; tRNA-binding protein
Unknown_BF302-01R0003_02265	K14059	br:ko00001	NA	cog:COG0582	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	int; integrase
Unknown_BF302-01R0003_02268	K07171	br:ko00001;br:ko01000;br:ko02048	NA	cog:COG2337	NA	NA	NA	NA	NA	NA	NA	pmid:15316771;pmid:15537630	NA	NA	NA	NA	mazF, ndoA, chpA; mRNA interferase MazF
Unknown_BF302-01R0003_02280	K02346	br:br01612;br:ko00001;br:ko01000;br:ko03400	NA	cog:COG0389	NA	NA	ec:2.7.7.7	go:0003887	NA	NA	NA	pmid:11080171;pmid:11463382	NA	NA	NA	NA	dinB; DNA polymerase IV
Unknown_BF302-01R0003_02282	K07729	br:ko00001;br:ko03000	NA	cog:COG1476	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	K07729; putative transcriptional regulator
Unknown_BF302-01R0003_02283	K03709	br:ko00001;br:ko03000	NA	cog:COG1321	NA	NA	NA	NA	NA	NA	NA	pmid:15634975;pmid:18761626	NA	NA	NA	NA	troR; DtxR family transcriptional regulator, Mn-dependent transcriptional regulator
Unknown_BF302-01R0003_02284	K14699	br:ko00001;br:ko02000	NA	cog:COG1132	NA	NA	NA	NA	NA	NA	path:ko02010;path:map02010	pmid:10231486;pmid:16385031;pmid:19948799	NA	NA	tc:3.A.1.21.1;tc:3.A.1.21.2	NA	irtB, ybtQ; ATP-binding cassette, subfamily B, bacterial IrtB/YbtQ
